src, tgt
20+11+98=, 129
98+83+98=, 279
21-94+19=, -54
24+28-30=, 22
31+86+59=, 176
96-79+72=, 89
59+42+58=, 159
46-75+57=, 28
22+46+46=, 114
83-40+29=, 72
93+37-55=, 75
77+11+36=, 124
41-17+23=, 47
95+47-68=, 74
82+23-11=, 94
67-22+48=, 93
38-87-89=, -138
15-11+57=, 61
45+30-77=, -2
85+12+49=, 146
59+81-58=, 82
67-53+90=, 104
18-50+13=, -19
97+54+49=, 200
31+55+67=, 153
81+17-95=, 3
40+87-49=, 78
62-33+95=, 124
31-83+49=, -3
44+45+92=, 181
87-81+66=, 72
57+33-92=, -2
72+79-89=, 62
46+25+89=, 160
14+78-52=, 40
97-27+25=, 95
99-71+43=, 71
54+41+36=, 131
81-69+15=, 27
49-96+57=, 10
36+91+10=, 137
23+58-65=, 16
17-17+95=, 95
29-51-43=, -65
97-32-94=, -29
27-38-77=, -88
18+82+23=, 123
78+83+66=, 227
62-86+64=, 40
66-74-17=, -25
43+79-27=, 95
12+89-12=, 89
66-77-31=, -42
81-36+39=, 84
46+48+11=, 105
59-77-20=, -38
84-70-92=, -78
96+59-40=, 115
76-13+94=, 157
64-96+91=, 59
84+62+73=, 219
70+62-11=, 121
57+66-79=, 44
69+33-55=, 47
58+28+82=, 168
13-24-74=, -85
21+83+31=, 135
15+96+24=, 135
86-25-91=, -30
93+91-96=, 88
49-36+51=, 64
35+62-74=, 23
58-63+95=, 90
24+80+37=, 141
13-61+70=, 22
75+32-37=, 70
82-74-51=, -43
44-28-72=, -56
33-64+72=, 41
97-79-68=, -50
49+28+11=, 88
42-76+76=, 42
81+20-19=, 82
17-10-66=, -59
95-30-98=, -33
13+48+47=, 108
99-20-61=, 18
64+49-58=, 55
18-76-97=, -155
56-34-87=, -65
67-83-30=, -46
51+80+90=, 221
83+42-45=, 80
12+40-84=, -32
82-18-39=, 25
73-50-57=, -34
50-29+93=, 114
97-69+73=, 101
82+67-16=, 133
74+52+87=, 213
86-18+14=, 82
63+86-47=, 102
57-78-40=, -61
86+29-44=, 71
21+65-81=, 5
68+92+83=, 243
89-97+50=, 42
96-15+20=, 101
87-90-45=, -48
41+93+87=, 221
91+54-84=, 61
38-41-76=, -79
84+23+12=, 119
74-80-52=, -58
89+56-58=, 87
41-62+38=, 17
99+35-46=, 88
51+13+86=, 150
43-82-56=, -95
31-33-58=, -60
46-29-86=, -69
82-84-10=, -12
53+51+67=, 171
98+62+23=, 183
69-89+91=, 71
56-23-97=, -64
97+23-67=, 53
67+59+42=, 168
36-73-82=, -119
14+12+85=, 111
99+47-46=, 100
21-32+78=, 67
64-16-21=, 27
94-28+18=, 84
29+58-70=, 17
37-79-85=, -127
71-12+41=, 100
27-16+83=, 94
84-57+72=, 99
70+10+54=, 134
93-27-84=, -18
68-77-77=, -86
30+41-13=, 58
81+77-78=, 80
95-19-61=, 15
14+84+48=, 146
31+21+93=, 145
98+42+17=, 157
41+14+37=, 92
80+64+80=, 224
52-91-95=, -134
54-41+86=, 99
75-76+14=, 13
75-95+45=, 25
37-11-57=, -31
70+76+99=, 245
19-93+12=, -62
36+85-77=, 44
73-53+53=, 73
44-81+64=, 27
81+48+11=, 140
24-91-18=, -85
98-36-81=, -19
47-32+41=, 56
81-55-70=, -44
25+15+19=, 59
13+81-68=, 26
61+52-33=, 80
35+76+75=, 186
31-70+59=, 20
40-48-32=, -40
33+58-98=, -7
76+65+43=, 184
84+26-69=, 41
55-79+27=, 3
41-31-69=, -59
41+25+38=, 104
64+40-48=, 56
85-19+13=, 79
95+39-79=, 55
12-27-17=, -32
78+24-58=, 44
53+59-46=, 66
26+18+93=, 137
38-62-53=, -77
38-89-32=, -83
48-68-91=, -111
12+81-49=, 44
31-12-90=, -71
22+76+33=, 131
27+79+82=, 188
94-82-49=, -37
49-90-96=, -137
89-38-34=, 17
57+21-34=, 44
49+63+92=, 204
76+77+79=, 232
55+11-88=, -22
99-64-15=, 20
36-19-73=, -56
41-56-47=, -62
32+80+59=, 171
69+53-13=, 109
20-46-37=, -63
79+42-70=, 51
12-25+69=, 56
70+58-57=, 71
67+72-32=, 107
21-50+13=, -16
49+92-40=, 101
21+47-19=, 49
98-12-25=, 61
48+83-36=, 95
92-84+36=, 44
24+80-78=, 26
93+57+41=, 191
62-15-30=, 17
31+28+85=, 144
48-23+12=, 37
40-85-45=, -90
61-85-97=, -121
91-49+75=, 117
99+50+19=, 168
79+47-16=, 110
66+68+23=, 157
75+85-24=, 136
70-98+20=, -8
11+14+53=, 78
18+10-74=, -46
84-18+47=, 113
44+98-83=, 59
36+56+95=, 187
60-28+51=, 83
44-62+80=, 62
11-66-66=, -121
69+88+63=, 220
69-38-19=, 12
76+14-79=, 11
78+90+80=, 248
49-19+97=, 127
58+83-25=, 116
44+73+65=, 182
70-73+81=, 78
95-25-82=, -12
48+33-26=, 55
71-51-99=, -79
50-60-18=, -28
57-69+51=, 39
54+39-11=, 82
38-92+35=, -19
60-40+58=, 78
84-32+69=, 121
12-69-39=, -96
30+92+15=, 137
96+13+29=, 138
56+97-66=, 87
80+15+53=, 148
24+25+30=, 79
78+49+32=, 159
75-50-32=, -7
74+40+33=, 147
23+76+58=, 157
94+77-44=, 127
12-38+93=, 67
23+42+11=, 76
85+82+45=, 212
29+53-83=, -1
92+58+35=, 185
55-39-25=, -9
91-57-97=, -63
53-32-92=, -71
13+16+49=, 78
53+14+22=, 89
58-33-88=, -63
76-76-86=, -86
37-99+22=, -40
15-30+97=, 82
49-97-53=, -101
89+60-25=, 124
31-31+40=, 40
58-45+80=, 93
18+41-63=, -4
27+83-52=, 58
60+73-13=, 120
84+76+18=, 178
68+65-13=, 120
28-77+49=, 0
68-35-91=, -58
90-33+36=, 93
40+49+16=, 105
61+35-61=, 35
33-34+13=, 12
97+79+66=, 242
20-51+24=, -7
83+75+71=, 229
90+23-19=, 94
63+34+81=, 178
53+45+43=, 141
50+82-92=, 40
86-47+50=, 89
68-99+81=, 50
56-64+11=, 3
74-79+34=, 29
95-41-13=, 41
86+83-13=, 156
40+52-61=, 31
68-26+68=, 110
78+93-62=, 109
84-19-69=, -4
46+81-64=, 63
16+61-96=, -19
57+24-26=, 55
35+18+94=, 147
90+26+59=, 175
22+38-34=, 26
60+45+97=, 202
62+24+93=, 179
69+42-60=, 51
49-71+22=, 0
51-30-84=, -63
27-55+47=, 19
57+37+89=, 183
36+93-83=, 46
91-24-69=, -2
65+17+23=, 105
58-60+92=, 90
38+52+82=, 172
24+30+20=, 74
69+47+89=, 205
37+75+40=, 152
17+95-46=, 66
55-75-20=, -40
10+87-49=, 48
52-85-64=, -97
75-65-72=, -62
50+43+97=, 190
38-72-33=, -67
60+53+88=, 201
43-41-95=, -93
54+10+35=, 99
84+10+39=, 133
53-76+93=, 70
27+20+70=, 117
59+81-96=, 44
94-29+23=, 88
20-53-97=, -130
62+98+73=, 233
58-97+15=, -24
38+89+96=, 223
55-17-15=, 23
73-90+55=, 38
15-47+96=, 64
52-64+81=, 69
62-68-92=, -98
54-76+77=, 55
98-27+81=, 152
73-99-83=, -109
68+51-44=, 75
59-49+26=, 36
96+18-36=, 78
91-95+77=, 73
94-72+18=, 40
29+37-38=, 28
52-25-24=, 3
80+52-72=, 60
49+16+23=, 88
32+70+34=, 136
57-64+40=, 33
61+99+66=, 226
64+10-88=, -14
13+66+82=, 161
87+51-47=, 91
26-35+57=, 48
86-12+96=, 170
90+70+40=, 200
54-85+50=, 19
80+42+54=, 176
89+80-50=, 119
13-36+93=, 70
32+24-51=, 5
44+92-56=, 80
35+50+10=, 95
36-33+82=, 85
68-57-99=, -88
70-54-83=, -67
66+88-35=, 119
17+92+67=, 176
82-99-94=, -111
73-22+88=, 139
20-14-10=, -4
54+12-97=, -31
51+62+11=, 124
72-88+98=, 82
23+40+24=, 87
92-15+12=, 89
59+88+35=, 182
48-15-78=, -45
11+41+26=, 78
45-76-66=, -97
37-25-19=, -7
13+18-20=, 11
79+13-77=, 15
44-17+64=, 91
86+13-10=, 89
65+93+34=, 192
23+22-17=, 28
12+48+81=, 141
26+44+39=, 109
84+11-55=, 40
42-91-44=, -93
66-39-61=, -34
28+32-55=, 5
62+83+48=, 193
18+47-91=, -26
92-55+68=, 105
16+82+28=, 126
29+88-48=, 69
36+57-88=, 5
45-75-16=, -46
31-43-58=, -70
63+93+82=, 238
97-47+25=, 75
81-55-33=, -7
42-21+39=, 60
20+21+96=, 137
32+29-92=, -31
95+41-24=, 112
22+39-29=, 32
89-78-99=, -88
77+42+93=, 212
52+65+59=, 176
67+41-22=, 86
33+27-46=, 14
38-88+39=, -11
36+92-29=, 99
52+79-77=, 54
23-73-75=, -125
18-94+57=, -19
80+57-64=, 73
57-99+38=, -4
15+70-11=, 74
33-14-33=, -14
63-16-40=, 7
12-99-23=, -110
14-36+76=, 54
83+15+80=, 178
89-40+28=, 77
23-89-13=, -79
99+41-90=, 50
28+79+57=, 164
11+15+20=, 46
39-61-97=, -119
48-70+81=, 59
52-36+91=, 107
43-83-90=, -130
69-34-37=, -2
74-69-21=, -16
81+37+72=, 190
28-17+93=, 104
70+43+43=, 156
69-71+33=, 31
92-18+59=, 133
34+84-43=, 75
22+97+35=, 154
20-30+35=, 25
37+41-32=, 46
25+10+82=, 117
67+12+57=, 136
35-51+74=, 58
44-86+47=, 5
90+20-79=, 31
40-45-80=, -85
36+51-36=, 51
67-89+37=, 15
60-50-69=, -59
87+40-48=, 79
23-88-14=, -79
30-16-88=, -74
53+28+89=, 170
63+58-69=, 52
17-45-60=, -88
96-92+96=, 100
10+82-14=, 78
77-26-28=, 23
91+61+17=, 169
56+65+46=, 167
76+23+84=, 183
80+16+78=, 174
20+18-49=, -11
81+76+71=, 228
21-21+77=, 77
45+21-23=, 43
29-69-86=, -126
84+73+12=, 169
19+76-65=, 30
71-20+11=, 62
22+19-13=, 28
72+49-39=, 82
70+21-87=, 4
17-75+83=, 25
61-86+33=, 8
37-54+75=, 58
37+18+43=, 98
18-95-13=, -90
47+62+94=, 203
97+26-51=, 72
73+36-21=, 88
12-69+15=, -42
98-86-32=, -20
17-59-13=, -55
73+66-60=, 79
12-30+11=, -7
25+47-55=, 17
97+89+84=, 270
84+78+85=, 247
36-25-44=, -33
98-83-48=, -33
21+80+63=, 164
53-35-52=, -34
51+89-67=, 73
51-99-18=, -66
61-40-89=, -68
58+28-49=, 37
58+22+86=, 166
80-69-28=, -17
52+12-40=, 24
56+89+55=, 200
53-40+95=, 108
89-75+45=, 59
40+81+96=, 217
10+97-51=, 56
42-88-17=, -63
48-45+79=, 82
34+81+45=, 160
61+33-13=, 81
33-18+39=, 54
69+15+89=, 173
91-52-88=, -49
46-29-90=, -73
56+71+79=, 206
67-56-64=, -53
88-81-23=, -16
69-74-50=, -55
74+65+13=, 152
12-60+21=, -27
48-82-46=, -80
36+51-45=, 42
52+85-48=, 89
95-35+10=, 70
99+45+24=, 168
62+87-69=, 80
11-66+48=, -7
34+77+90=, 201
18+10-27=, 1
59-85-30=, -56
93+55+59=, 207
73+36-51=, 58
93-26+26=, 93
39-33-32=, -26
25+46-48=, 23
66+71+27=, 164
89-25-71=, -7
57+29+90=, 176
93-24-88=, -19
28-56-99=, -127
48-43-21=, -16
37+39-76=, 0
29-91+77=, 15
82+76+53=, 211
90+41+38=, 169
55+82-23=, 114
45-71-30=, -56
75-96-79=, -100
99+58-97=, 60
26+74+14=, 114
19-78-68=, -127
97+92-99=, 90
55-34-26=, -5
48-56+34=, 26
65+21+24=, 110
55-86+31=, 0
77+81-92=, 66
76+68+65=, 209
78-36+71=, 113
63+72-81=, 54
18+20-51=, -13
60-70+83=, 73
72+54+38=, 164
77-21+92=, 148
13+51+44=, 108
93-13-72=, 8
89+70-68=, 91
82-60-85=, -63
11+98-56=, 53
28-20+77=, 85
33-46+23=, 10
93+50+29=, 172
88-83-63=, -58
77+75+99=, 251
31+65+38=, 134
10-49+57=, 18
17+11+69=, 97
30+47-95=, -18
43+18+78=, 139
46+25+85=, 156
68-12+12=, 68
17+59+44=, 120
42+22+59=, 123
85+63+31=, 179
35+28-32=, 31
98+28-45=, 81
23+97+20=, 140
92-32+16=, 76
94-30+45=, 109
66+14-79=, 1
76+64-87=, 53
51+27-26=, 52
47+63+45=, 155
57+87+97=, 241
44+82+12=, 138
40+50-25=, 65
47-77+33=, 3
14-23+15=, 6
73-83+70=, 60
31-66+35=, 0
26+66+87=, 179
29+26-29=, 26
61+11-30=, 42
83+43-94=, 32
56-50-22=, -16
51-92-46=, -87
35-20-75=, -60
58+65-11=, 112
88-84+39=, 43
17+34-35=, 16
31-83-84=, -136
94+18-21=, 91
29-70-92=, -133
85-21-83=, -19
54-49+16=, 21
53-36-35=, -18
65+92-75=, 82
68-81+12=, -1
29-10-10=, 9
53-97-69=, -113
80-65-13=, 2
62+43+23=, 128
24-33+35=, 26
74+17-11=, 80
63-48-52=, -37
81-80-36=, -35
73+56+39=, 168
77-81+43=, 39
78-35+37=, 80
62+53+73=, 188
63-67+67=, 63
30-41+47=, 36
63+35+59=, 157
28+53+63=, 144
86+64-96=, 54
59-30-26=, 3
32+78+41=, 151
29+25+18=, 72
49+47-78=, 18
51-95-63=, -107
27+68-91=, 4
15+74-68=, 21
50-26+49=, 73
16-38-47=, -69
58-49+81=, 90
17+41-91=, -33
55-10-90=, -45
43-82-93=, -132
33+10+59=, 102
86-51+72=, 107
83-88+18=, 13
19-51+82=, 50
82-33-19=, 30
14-93-11=, -90
75+80-91=, 64
29+54+33=, 116
36+33+24=, 93
96+46+39=, 181
35-21+98=, 112
20-23+17=, 14
58+62+92=, 212
20+72+58=, 150
66-71+35=, 30
37-80+95=, 52
67+27+55=, 149
19-99-88=, -168
31-28-31=, -28
23-14-21=, -12
80+69+46=, 195
48+84-59=, 73
53+95+10=, 158
79+86-92=, 73
97-71-76=, -50
62-59+19=, 22
67+72+75=, 214
97-68-88=, -59
65+65+98=, 228
17-73+94=, 38
21+31-19=, 33
46-72+57=, 31
88-66-68=, -46
36-27+52=, 61
83+13+74=, 170
15-28-31=, -44
91+74-89=, 76
21+85+16=, 122
45+62+86=, 193
48+14+60=, 122
70+94-68=, 96
87+71-28=, 130
44-48-54=, -58
74+67-99=, 42
24-70-13=, -59
42-32-11=, -1
39-76-51=, -88
56-16-65=, -25
28-20-62=, -54
30-88-24=, -82
45+30+82=, 157
15-51+51=, 15
52+45+41=, 138
68-73+66=, 61
22-65+92=, 49
20+46+46=, 112
17-59-99=, -141
21+85+79=, 185
95-53-79=, -37
19-42+18=, -5
25+69+69=, 163
30-75-23=, -68
25+37+10=, 72
70+56-52=, 74
97-30+63=, 130
90-85+87=, 92
20-10-20=, -10
88-34-64=, -10
27+96-41=, 82
17+98-37=, 78
70+90+11=, 171
24-62+83=, 45
19+80+32=, 131
23+61-45=, 39
33+58+30=, 121
29+35-49=, 15
71-76+84=, 79
61+81-62=, 80
56-82-69=, -95
33-14-82=, -63
45+30+34=, 109
50+74-96=, 28
31+64+29=, 124
15+36-44=, 7
10-74+33=, -31
95-92-65=, -62
11-68+86=, 29
55-84-52=, -81
22-36+89=, 75
99-35-47=, 17
79-97-28=, -46
47+96-85=, 58
97+79+64=, 240
47-82+59=, 24
13-38-74=, -99
82+59-78=, 63
98+59+16=, 173
20-27-44=, -51
47-80-26=, -59
57-87+45=, 15
51+46-48=, 49
63-46+30=, 47
31+12-37=, 6
56-77+39=, 18
69+50-96=, 23
44+77-81=, 40
19+30-42=, 7
62+76-87=, 51
35-66+29=, -2
39-64-36=, -61
57-50+50=, 57
27+50-16=, 61
13+14-39=, -12
75-43-26=, 6
42-41-11=, -10
34+86-24=, 96
66+66-12=, 120
76-17+23=, 82
63+61+96=, 220
28-22-35=, -29
72+12+47=, 131
52+57-14=, 95
10+81-81=, 10
17+71+60=, 148
48+25+75=, 148
84-30-34=, 20
41-13-95=, -67
64-12-74=, -22
22-86-43=, -107
83+76-32=, 127
26+70+96=, 192
49-87-92=, -130
70+69+93=, 232
81-65-56=, -40
50+83-20=, 113
11+74-76=, 9
40-88+67=, 19
82-77-55=, -50
10-40+14=, -16
52+73+41=, 166
98+44-83=, 59
51+74-69=, 56
92-52+33=, 73
48+98-44=, 102
84+46+88=, 218
64+39-40=, 63
16+20-49=, -13
26-67-77=, -118
54+59+34=, 147
75+96-15=, 156
25+47+45=, 117
92-32+17=, 77
31-76+36=, -9
50+25+24=, 99
67+34-20=, 81
88-66+77=, 99
16+83-89=, 10
28+27+92=, 147
31+53+74=, 158
45-17+13=, 41
66+61+99=, 226
19-20+14=, 13
85-53+21=, 53
30-18+64=, 76
28-93-65=, -130
20-37+53=, 36
57-35-22=, 0
60-18-19=, 23
99+51-29=, 121
92+22-38=, 76
72-31-41=, 0
61+80+36=, 177
69+48-54=, 63
35-47-45=, -57
68+33+24=, 125
57-34+33=, 56
37-61-39=, -63
92-98-11=, -17
95-82-81=, -68
85-11-34=, 40
68+32-80=, 20
26-25-88=, -87
98-55-24=, 19
81-90-65=, -74
13+34-37=, 10
16+62+42=, 120
63-77+67=, 53
62+82+49=, 193
27-71+52=, 8
59-66-50=, -57
14+29+69=, 112
96+69-87=, 78
50+75+15=, 140
56-73+57=, 40
70+39-54=, 55
99-32-30=, 37
76-61-10=, 5
56+15+67=, 138
68+26-68=, 26
45-91+86=, 40
45+23+26=, 94
55-27-13=, 15
17+61-26=, 52
14-51-32=, -69
93+52+70=, 215
69-67-55=, -53
21-39+44=, 26
38+70+45=, 153
92+16+74=, 182
93+76-26=, 143
20+63+28=, 111
47-12+23=, 58
21-89-94=, -162
61+11+37=, 109
25+70+92=, 187
35+67+17=, 119
22+35-25=, 32
13-11-95=, -93
57-25+67=, 99
70-99-25=, -54
86+37+16=, 139
19-52+26=, -7
69+88-31=, 126
33+68-60=, 41
62+62-67=, 57
10-72+17=, -45
93-64-48=, -19
40+15+26=, 81
62-65-62=, -65
19+22-81=, -40
86-29-19=, 38
27+35+79=, 141
25+94-27=, 92
95-23-18=, 54
66-49+28=, 45
53-95+43=, 1
57+88+78=, 223
45+14-72=, -13
37+77+93=, 207
96-48+90=, 138
18+99-26=, 91
31+74-54=, 51
67-45+61=, 83
69-70-57=, -58
76-16-24=, 36
76-87-48=, -59
69-80-57=, -68
30+17-82=, -35
88+54-32=, 110
19-70-40=, -91
96-88-41=, -33
11+99+65=, 175
18-71+97=, 44
66+54-79=, 41
24+84-95=, 13
79-73+13=, 19
67-92+77=, 52
87-20+31=, 98
56+42+47=, 145
93-85+17=, 25
13+27-59=, -19
47+80+42=, 169
14-87+60=, -13
10+21+97=, 128
79+40-78=, 41
89-16+23=, 96
16-43+11=, -16
87+47-23=, 111
78+27-12=, 93
11-54+80=, 37
87+86-68=, 105
26-72-37=, -83
96+66+63=, 225
80-97-58=, -75
66+16-81=, 1
59-89-65=, -95
12-75-75=, -138
99+85-68=, 116
41-50+49=, 40
70-54-74=, -58
91-28+98=, 161
83+65+66=, 214
45-52+84=, 77
57+52+98=, 207
94+94+49=, 237
45+31+39=, 115
39-62-12=, -35
24+53-45=, 32
42+69+19=, 130
73-25-12=, 36
51-70+81=, 62
21+93-81=, 33
34-91-27=, -84
63-15+13=, 61
20+66+97=, 183
23-32+16=, 7
57-43-99=, -85
31-92+43=, -18
65+16+40=, 121
52-94-46=, -88
14-41+71=, 44
50-58+97=, 89
78-47+30=, 61
95-58-59=, -22
66+83-66=, 83
92-51+64=, 105
80-22+66=, 124
52+51-19=, 84
77-14+74=, 137
12-95+93=, 10
83-65-38=, -20
44+33-98=, -21
29+88+58=, 175
77+72-86=, 63
26-96-98=, -168
95-88+75=, 82
20+74+53=, 147
74+38-40=, 72
82+14+76=, 172
83+54-30=, 107
30+41-51=, 20
62+66-87=, 41
68+20-69=, 19
55-62-80=, -87
17-75+57=, -1
83-13-79=, -9
56+63+35=, 154
44-46+12=, 10
78-37+21=, 62
55+57+22=, 134
67-89+34=, 12
17-59+44=, 2
77+61+77=, 215
72-55+10=, 27
56-69-35=, -48
64+10-80=, -6
19-72+17=, -36
48+14+38=, 100
97+36-62=, 71
28-98+15=, -55
39+73-24=, 88
92+30+55=, 177
79-40+40=, 79
27-55+39=, 11
50+62-20=, 92
95+65+91=, 251
51-70-62=, -81
91-53-81=, -43
32-24-24=, -16
58-20-71=, -33
34-60+19=, -7
20+92-61=, 51
70+71+56=, 197
97-36-45=, 16
61-88+20=, -7
97-92+78=, 83
65+19-55=, 29
82-64-24=, -6
86-24+36=, 98
90+20+13=, 123
61-69+36=, 28
35-77+45=, 3
32+38-37=, 33
65+92+61=, 218
82-76+16=, 22
48-89-89=, -130
67+91+52=, 210
84+71-71=, 84
26+64-34=, 56
46-47-57=, -58
81-86+28=, 23
10+14-94=, -70
95+84+84=, 263
91-48+11=, 54
72-26-73=, -27
62+20-68=, 14
12+67+56=, 135
93+29-66=, 56
46-59+52=, 39
88-75+43=, 56
96+57+39=, 192
22-86+53=, -11
94+81-19=, 156
14+30+62=, 106
12+93+55=, 160
67+72-85=, 54
86-20+13=, 79
95+81-96=, 80
56-63+95=, 88
81+43-76=, 48
61-22+60=, 99
32+91-75=, 48
89-57-33=, -1
83+16-39=, 60
51-38-55=, -42
59+71-15=, 115
24+82+45=, 151
56-82-95=, -121
58+16+92=, 166
78-36+38=, 80
59+63+74=, 196
37-10-61=, -34
69+35-87=, 17
35-13-49=, -27
98-86+63=, 75
85+29-40=, 74
88+34+61=, 183
19+11+38=, 68
63-70+85=, 78
45+87+66=, 198
80-60+29=, 49
42+58-35=, 65
56+63-64=, 55
18-77+40=, -19
38-82+46=, 2
90+43-23=, 110
40-66-96=, -122
78+44-68=, 54
87+67-28=, 126
18+29-68=, -21
43+54+51=, 148
14+97+94=, 205
12+75-79=, 8
34-97+39=, -24
68+42+10=, 120
67-90-47=, -70
22+35+81=, 138
80-61-18=, 1
89+31-62=, 58
45-37-19=, -11
53-60-13=, -20
98-44+13=, 67
80+79-61=, 98
91-37+25=, 79
92+58-71=, 79
10-27-90=, -107
36-51-16=, -31
98-16-99=, -17
55-97-88=, -130
93+13-19=, 87
35+95+67=, 197
73-13-59=, 1
64-34+16=, 46
42-14-44=, -16
48+60-69=, 39
49+71-22=, 98
64+16-88=, -8
49-40-34=, -25
67+77-93=, 51
79+71-78=, 72
10-71-27=, -88
58+73-91=, 40
71-18+78=, 131
61+12+26=, 99
24+40-30=, 34
29-58+10=, -19
62-87+11=, -14
61-72-84=, -95
11-83-18=, -90
48+91-49=, 90
50-85-92=, -127
61-50+38=, 49
56-82-85=, -111
31-49+62=, 44
50+86-25=, 111
63-78+44=, 29
90-90-85=, -85
60+72-78=, 54
14-86+76=, 4
70-55-61=, -46
80+87+52=, 219
55-80-14=, -39
33-79-59=, -105
48-93+56=, 11
60-74+59=, 45
35+16-30=, 21
70-89-93=, -112
58+72-46=, 84
72+42+88=, 202
54+12+39=, 105
92+52-53=, 91
78+91-46=, 123
36-55-78=, -97
74+95+88=, 257
99-50+20=, 69
52-74+39=, 17
26+98-21=, 103
81+79+80=, 240
33-28+99=, 104
92-65-86=, -59
87-17+27=, 97
16-99+24=, -59
64+84-93=, 55
24-99-27=, -102
75-93+50=, 32
84+73-23=, 134
74-72-37=, -35
97-38-59=, 0
69-10-38=, 21
42+53+93=, 188
89-62+96=, 123
93-82-30=, -19
53+17-18=, 52
58-80+69=, 47
80-14-23=, 43
44-84-24=, -64
20-92+73=, 1
92-31+57=, 118
38+53-84=, 7
16+44-68=, -8
71-88+95=, 78
77+19-24=, 72
89+65+80=, 234
93-26+22=, 89
92+23-21=, 94
52+41+25=, 118
45-67-97=, -119
47-36+88=, 99
97+97-76=, 118
99+62+70=, 231
29-13+34=, 50
38-81+24=, -19
16+53+80=, 149
74+14+80=, 168
79-79+89=, 89
73-67-63=, -57
89-40-65=, -16
44-35+22=, 31
93-87-14=, -8
85+32+73=, 190
27+95-88=, 34
71-63-89=, -81
60+61-96=, 25
11+20-54=, -23
71-20-27=, 24
51+32-76=, 7
56-12+65=, 109
90+78-46=, 122
88+79-74=, 93
36+46-39=, 43
38+56+48=, 142
30-64+99=, 65
29-30-40=, -41
81-25+17=, 73
23-28-42=, -47
87+51+20=, 158
83+84-70=, 97
24-36-90=, -102
13-33+46=, 26
35+14+36=, 85
30-83-14=, -67
23-73+40=, -10
84-12+18=, 90
76+18+86=, 180
13-93-25=, -105
64+15+98=, 177
37+66+95=, 198
88-90+85=, 83
83-64-16=, 3
84+26+55=, 165
20-97-13=, -90
68-48-84=, -64
35+26-44=, 17
85+77-26=, 136
77-23+92=, 146
58+53-27=, 84
10-83-42=, -115
72+69-67=, 74
56+28-48=, 36
85+61+47=, 193
93+12-57=, 48
10-81+42=, -29
57-77-96=, -116
52-65+12=, -1
28+44+41=, 113
94-79-56=, -41
27+67-26=, 68
78-74-61=, -57
69+13+55=, 137
30-13+31=, 48
99-48-64=, -13
51-80+82=, 53
72+69+92=, 233
20+86-60=, 46
31+69+80=, 180
65-59+48=, 54
18-55-12=, -49
39-10+27=, 56
55+83+23=, 161
88-42-55=, -9
21-20-57=, -56
55+59-63=, 51
37-24-14=, -1
28+62-59=, 31
77+47+43=, 167
65+53-82=, 36
76+98-80=, 94
65-78-58=, -71
98+43-91=, 50
26-18+84=, 92
37-68-56=, -87
17+10+11=, 38
74+44+83=, 201
97-96+40=, 41
54+24+40=, 118
69-11+46=, 104
11+59-84=, -14
71+26-57=, 40
61+73+66=, 200
97+57+44=, 198
28-89+76=, 15
74-52-22=, 0
15+39-45=, 9
73-47+72=, 98
84-91+26=, 19
13+74-78=, 9
79+51+31=, 161
75-72+77=, 80
41+92-37=, 96
28+70+84=, 182
46+79+43=, 168
39+34+72=, 145
35-23+47=, 59
30-90+84=, 24
30+98+49=, 177
58+62-85=, 35
27-97+37=, -33
22-53-39=, -70
90-98-51=, -59
54+93-23=, 124
22+57-12=, 67
39+50+47=, 136
49-65+91=, 75
26-77-23=, -74
34-35-44=, -45
39+18-69=, -12
78-27+39=, 90
17-14+48=, 51
22-53+88=, 57
96+66-37=, 125
51+65+36=, 152
36+71-55=, 52
93-69-27=, -3
91-84-59=, -52
19-81-63=, -125
16-71+87=, 32
12+36-47=, 1
45+64-60=, 49
25-52+57=, 30
18+27+96=, 141
87+14-36=, 65
51-82-93=, -124
99+88-50=, 137
20-89-72=, -141
73-75-21=, -23
22-97-45=, -120
64-31+70=, 103
22+81-13=, 90
24-26-55=, -57
99-16-61=, 22
50-78-68=, -96
22+52-16=, 58
78-10+84=, 152
82-69+66=, 79
39-87-48=, -96
94+41-25=, 110
42-25+89=, 106
71+40+89=, 200
83+46-79=, 50
42+72+76=, 190
92-30+34=, 96
14+42+76=, 132
20+13+51=, 84
84+64-62=, 86
32-26+71=, 77
66-77-16=, -27
66+98-93=, 71
96+21-45=, 72
68+13+22=, 103
13+82+88=, 183
49+23+42=, 114
40+53+74=, 167
46-24-19=, 3
10+88+85=, 183
17+46+94=, 157
63-25+49=, 87
70-99-79=, -108
62-50-71=, -59
20+24-99=, -55
81+76-75=, 82
84-28+28=, 84
11+57+65=, 133
43-96-17=, -70
62+10-73=, -1
25-41+26=, 10
83+55+31=, 169
51-45-95=, -89
69-24+94=, 139
13+42+65=, 120
24-61-24=, -61
91+25+32=, 148
50-27+23=, 46
63+30-67=, 26
72+19-80=, 11
46-70-36=, -60
27-66-54=, -93
67-51-97=, -81
89+10+56=, 155
41+37-15=, 63
35+39-93=, -19
83+71-87=, 67
41+70-41=, 70
36+30+42=, 108
31-98+14=, -53
85-28+46=, 103
16+31-31=, 16
48-27-53=, -32
46+28-90=, -16
34+71-73=, 32
64-59+40=, 45
24-43+63=, 44
83-73+17=, 27
58-30+62=, 90
63-94+19=, -12
77-80+18=, 15
40+95+65=, 200
